index,deposit
0,21739.378405287473
1,7376.494618819802
2,6340.643295505195
3,6345.551709098346
4,6474.871008329259
5,22727.38384611839
6,15203.687313443177
7,12828.917418076615
8,12859.318240532772
9,12828.917418076615
10,15985.253765186864
11,12787.684396175026
12,5984.927609109916
13,8067.057621290589
14,12926.710143736713
15,16305.719377220712
16,15644.287538948269
17,13235.566528142608
18,11515.519786181096
19,8854.426117941406
20,9588.09132007039
21,9821.5377025918
22,8334.848819105628
23,21250.26428032087
24,9544.631980447552
25,21349.95589514967
26,24655.532973772675
27,24655.532973772675
28,24635.554793268257
29,27918.238625335143
30,10698.893254890207
31,10698.893254890207
32,27279.210027998157
33,24359.64623684238
34,28098.175937115073
35,28398.785216675053
36,21309.515843604888
37,21634.494817449253
38,23013.097958564085
39,22245.211856968446
40,20836.7535687428
41,10760.399817390207
42,27610.88362497851
43,28979.35858092554
44,21386.995321898874
45,27824.547477665274
46,19094.444927802437
47,19317.536258927918
48,14143.87184201828
49,26985.906306107267
50,20579.659734454202
51,20620.625832866455
52,15450.575686214812
53,14143.87184201828
54,14859.150759041215
55,12535.8149913412
56,18585.53462015684
57,18585.53462015684
58,15749.45680593955
59,19689.73538461749
60,19292.027409810238
61,19022.52534504602
62,14816.137170838409
63,14816.137170838409
64,19296.232039407485
65,13227.252388155659
66,14749.379261818376
67,13189.504743122376
68,18300.5266309801
69,16847.570135935035
70,19121.700509885846
71,14269.213749694769
72,20329.541983253428
73,19302.891570657484
74,14370.103775199099
75,14370.103775199099
76,15170.570880426381
77,13738.026410839819
78,14457.543884911905
79,14412.918808124752
80,12928.60698322281
81,13287.545490408313
82,20311.08625304943
83,14359.102446010718
84,14359.102446010718
85,12530.848422971883
86,20017.45784685853
87,15543.613560559508
88,18832.018904056473
89,25936.488814546905
90,18774.38579724117
91,18374.616777560885
92,18576.63006197218
93,18431.77393520276
94,20166.18848528188
95,13640.634921551351
96,17861.200190749674
97,24013.137599201957
98,14137.090358065045
99,19111.53357814043
100,14461.624213841049
101,18594.291059802366
102,18559.281115836155
103,14423.769180977195
104,19084.186417842753
105,10705.977590747814
106,14403.947334180162
107,19393.63862896977
108,19341.598998443947
109,10804.963256993178
110,15433.802308588722
111,16360.74668049997
112,19467.825418562235
113,15366.194590212239
114,15969.678661511543
115,19357.185636803482
116,5704.882765652924
117,19406.39472271977
118,10822.406921546442
119,15978.145106824044
120,10750.18965026562
121,6526.802423686057
122,6526.802423686057
123,14931.040383405492
124,15046.330186360932
125,10816.251239508632
126,15169.354454062217
127,15442.207386719203
128,19393.27190293724
129,16449.04066487497
130,16073.58200092005
131,16075.607247323871
132,6437.363794804134
133,7498.2928114875
134,10023.759022312146
135,14069.86732549535
136,20908.680424656588
137,21066.961637752152
138,15794.025151677053
139,16585.909679747467
140,13645.579069447293
141,17203.201099794373
142,13410.14681969622
143,16306.984043516635
144,8629.269099241867
145,8326.457012021383
146,7793.112956214981
147,7793.112956214981
148,7599.930376313524
149,6193.753482102058
150,7741.378118853173
151,7751.205152501487
152,8141.498025195371
153,8141.498025195371
154,7871.029632629128
155,8754.775291964226
156,8754.775291964226
157,8754.775291964226
158,21135.24193938002
159,20829.95468752858
160,17397.372080569065
161,17493.76345284215
162,21326.289078669528
163,13787.663504237873
164,25793.95101779672
165,21134.701952950323
166,21298.817630123296
167,21298.817630123296
168,12758.040342951765
169,25579.595460406585
170,21240.768094938685
171,26254.473328061056
172,25619.528983697226
173,25869.939599413192
174,25827.903653779227
175,25827.903653779227
176,13452.287254225206
177,13915.68970124038
178,13915.68970124038
179,26254.473328061056
180,13787.663504237873
181,25773.94459437397
182,21410.76084390269
183,20953.484452450328
184,21045.495395933285
185,21045.495395933285
186,13996.058375546858
187,14111.473991701407
188,17493.76345284215
189,13677.208671001052
190,18169.528662973917
191,12519.355553994066
192,13672.856327251051
193,12163.979027532956
194,13518.965448650548
195,17376.841416506566
196,20887.268388271907
197,18698.97287231749
198,20887.268388271907
199,13650.536257054693
200,14139.627921380596
201,18830.53638208378
202,17513.674537688177
203,13650.536257054693
204,14870.872029251183
205,14173.005277191727
206,13686.782845158747
207,20433.501121675636
208,20841.781979078525
209,21158.635948652936
210,18045.870941097466
211,13965.205686152063
212,21217.220819860042
213,20764.968629933166
214,14293.897091534229
215,26000.325602609362
216,20969.190914667826
217,13645.19374912605
218,18223.28421039976
219,53438.276962153286
220,25741.187028907818
221,26578.304389186873
222,31543.94426648668
223,26082.970261618164
224,25637.25409393781
225,34079.636043573795
226,25714.95907468794
227,31312.74618738143
228,35383.1133595059
229,25045.967261093618
230,24896.218142803013
231,33381.97326568154
232,33381.97326568154
233,18730.41006179979
234,21368.43065081393
235,25844.304707931842
236,26500.51023820453
237,18819.655567191552
238,32069.91812362028
239,21727.00024957931
240,36065.729869352814
241,36806.19701332059
242,26193.760254141132
243,25499.262133330045
244,19528.089930459824
245,33957.6921842912
246,36873.76283016034
247,38445.8742528768
248,39142.30659666479
249,15735.32687601738
250,33445.11881680774
251,27678.279334073806
252,30924.810948364717
253,25549.235943462416
254,24726.953940668565
255,31884.588722216195
256,60056.648129847286
257,21593.030071766552
258,38720.148103298976
259,23284.414564274826
260,42471.1072117158
261,26505.376153720506
262,24948.80028493486
263,27137.21138602044
264,18819.655567191552
265,41470.749063192234
266,25760.964614072665
267,18792.024386347246
268,20919.266216183834
269,28621.217041208874
270,31348.251437162275
271,31533.758859527294
272,24519.55134994544
273,25167.925686072165
274,41929.41356881706
275,18792.024386347246
276,18612.719279969435
277,19032.827273366896
278,25125.69773093214
279,33109.34019990433
280,24969.92423100957
281,42399.914207131944
282,26111.206302736937
283,46651.80491437975
284,17200.126152386303
285,16370.023861523274
286,21508.5115576447
287,21508.5115576447
288,21508.5115576447
289,25723.549683522822
290,63374.98782260987
291,29761.42197741445
292,44883.04927971786
293,15499.185748998281
294,16747.84638879016
295,26977.61658687944
296,26977.61658687944
297,30538.677784519394
298,27589.41526221356
299,25968.82220862436
300,19017.7970389919
301,42281.56142536065
302,45169.97089151772
303,34073.60026671996
304,35413.49306559835
305,27578.801454550972
306,32048.634786357874
307,33252.12483440272
308,42532.86088457789
309,44022.27252160957
310,34147.668979298585
311,44142.204395960754
312,26148.686442280414
313,37578.48957016408
314,21676.26195567518
315,21578.28014989155
316,31807.268193930246
317,31399.29931356131
318,32641.599729563182
319,25811.964707931842
320,25767.998639665246
321,38221.587640567705
322,37703.0944020608
323,30906.61387102671
324,56068.17623415072
325,24629.103572325348
326,26129.754718804375
327,19472.252951160008
328,42058.87617299702
329,43008.980469112685
330,26781.930907938353
331,25491.817733976306
332,28626.66657966166
333,21712.25056207931
334,34031.57098724487
335,54276.739431516195
336,35631.377388818735
337,25445.647950428607
338,25267.73289991053
339,29858.56589513552
340,36366.902501911776
341,36366.902501911776
342,42422.278891546805
343,24724.86185304644
344,24870.587871349475
