index,deposit
0,21167.111140864043
1,7890.1845624701
2,6760.861730661541
3,6769.803245793202
4,6763.699396170144
5,24058.855419867567
6,15672.208990000408
7,13541.390053213718
8,13595.166784547417
9,13541.390053213718
10,16579.427218184
11,12915.002645760707
12,5073.675675465371
13,8560.058892555238
14,13530.770848860388
15,16534.790670163333
16,14734.512493374032
17,13847.120607857343
18,12033.573098821189
19,8225.91522396206
20,9825.23604975099
21,10200.510277971747
22,8845.609076779954
23,22693.608334692573
24,9472.145828230576
25,22467.608244176598
26,26435.174571063162
27,26435.174571063162
28,26431.262769871537
29,29711.530678480878
30,11653.446022901939
31,11653.446022901939
32,28451.24369569936
33,26346.301421206594
34,29445.887396018705
35,30485.557343907018
36,22546.518786557095
37,22766.604149220195
38,24487.38133530883
39,24085.58226826494
40,22030.86811158617
41,11653.446022901939
42,29532.608101054193
43,30643.13620118002
44,20659.905134996396
45,29044.79487000662
46,18096.595384066284
47,19335.54284044308
48,15109.286785791608
49,27920.24869230592
50,20402.13237738675
51,22582.88810755819
52,16241.128149604881
53,15109.286785791608
54,15677.094689522854
55,14137.935209051211
56,18118.4927836727
57,18118.4927836727
58,16723.873578211904
59,18932.240523673656
60,19844.230734236142
61,18119.7747703949
62,15706.872618343185
63,15706.872618343185
64,19725.978106593186
65,12489.664366869154
66,15620.795941828796
67,12422.266135968865
68,18259.76137899068
69,16423.45788766134
70,18361.724921690155
71,13625.428798536359
72,21757.318509575594
73,19725.978106593186
74,15168.307075443192
75,15168.307075443192
76,16422.12650649106
77,12824.05735727939
78,14056.731538011109
79,15158.564826103371
80,11298.91289492671
81,11586.85984572513
82,19455.590828037155
83,13904.064470625575
84,13904.064470625575
85,12869.26812679229
86,19861.528921307065
87,16131.33161222856
88,17662.101904137708
89,24323.696109208253
90,18304.9656864589
91,18479.470557189517
92,18109.8666026666
93,17299.120303918116
94,21389.13685158833
95,12747.258676113102
96,18071.531465251104
97,24114.210185222168
98,13672.42595863913
99,18292.9917469877
100,15281.064529863444
101,18930.28905522698
102,17875.24324473666
103,13948.366241415804
